7917748 | Pseudomonas | drought stress | maize | reference.Pseudomonas induces drought tolerance in mung bean  reference and salt tolerance in cotton plants  reference.Bacillus improves drought stress tolerance in maize, promoting better oxidative and water balance  reference. | NO
9428627 | Bacillus | drought-stressed | foxtail millet | Similar observations were noticed for MDA content in drought-stressed foxtail millet inoculated with Glomus  reference, as well as in Solanum lycopersicum and cucumber treated with various Bacillus strains under drought conditions  reference;  reference. | NO
9428627 | Bacillus | drought-stressed | cucumber | Similar observations were noticed for MDA content in drought-stressed foxtail millet inoculated with Glomus  reference, as well as in Solanum lycopersicum and cucumber treated with various Bacillus strains under drought conditions  reference;  reference. | NO
7760370 | Aspergillus carbonarius | drought stress | maize | Thermography has been used to detect a variety of biotic and abiotic stresses, such as Aspergillus carbonarius infection in grapes  reference, drought stress in maize  reference, apple scab disease  reference, and drought stress in sesame plants  reference. | NO
7917748 | Trichoderma | drought | Medicago | Symbiosis with Rhizobium is reported to influence salt and drought responses in Medicago trunculata  reference.Trichoderma is described by Zaidi et al. | NO
7917748 | Azotobacter | drought stress | peanut | In peanut, it helps to alleviate the negative effects of water restriction  reference.Azotobacter isolated from semi-arid regions is capable of alleviating drought stress after inoculation in maize  reference. | NO
7917748 | Pseudomonas | drought stress | cotton | reference.Pseudomonas induces drought tolerance in mung bean  reference and salt tolerance in cotton plants  reference.Bacillus improves drought stress tolerance in maize, promoting better oxidative and water balance  reference. | NO
7917748 | Bacillus | drought stress | mung bean | reference.Pseudomonas induces drought tolerance in mung bean  reference and salt tolerance in cotton plants  reference.Bacillus improves drought stress tolerance in maize, promoting better oxidative and water balance  reference. | NO
7917748 | Bacillus | drought tolerance | mung bean | reference.Pseudomonas induces drought tolerance in mung bean  reference and salt tolerance in cotton plants  reference.Bacillus improves drought stress tolerance in maize, promoting better oxidative and water balance  reference. | NO
7917748 | Bacillus | drought tolerance | cotton | reference.Pseudomonas induces drought tolerance in mung bean  reference and salt tolerance in cotton plants  reference.Bacillus improves drought stress tolerance in maize, promoting better oxidative and water balance  reference. | NO
7917748 | Bacillus | salt tolerance | cotton | reference.Pseudomonas induces drought tolerance in mung bean  reference and salt tolerance in cotton plants  reference.Bacillus improves drought stress tolerance in maize, promoting better oxidative and water balance  reference. | NO
11233480 | Bromovirus | drought | Tobacco | For instance, the first descriptions of a virus-dependent increase in plant tolerance to drought have been associated with RNA viruses such as Bromovirus Brome mosaic virus BMV, Cucumovirus Cucumber mosaic virus CMV, TMV, and Tobravirus Tobacco rattle virus TRV Xu et al. | NO
11233480 | Bromovirus | drought | Cucumber | For instance, the first descriptions of a virus-dependent increase in plant tolerance to drought have been associated with RNA viruses such as Bromovirus Brome mosaic virus BMV, Cucumovirus Cucumber mosaic virus CMV, TMV, and Tobravirus Tobacco rattle virus TRV Xu et al. | NO
11233480 | RNA viruses | drought | Cucumber | For instance, the first descriptions of a virus-dependent increase in plant tolerance to drought have been associated with RNA viruses such as Bromovirus Brome mosaic virus BMV, Cucumovirus Cucumber mosaic virus CMV, TMV, and Tobravirus Tobacco rattle virus TRV Xu et al. | NO
11233480 | Cucumovirus | drought | Tobacco | For instance, the first descriptions of a virus-dependent increase in plant tolerance to drought have been associated with RNA viruses such as Bromovirus Brome mosaic virus BMV, Cucumovirus Cucumber mosaic virus CMV, TMV, and Tobravirus Tobacco rattle virus TRV Xu et al. | NO
11233480 | Cucumovirus | drought | Cucumber | For instance, the first descriptions of a virus-dependent increase in plant tolerance to drought have been associated with RNA viruses such as Bromovirus Brome mosaic virus BMV, Cucumovirus Cucumber mosaic virus CMV, TMV, and Tobravirus Tobacco rattle virus TRV Xu et al. | NO
11233480 | Tobravirus | drought | Tobacco | For instance, the first descriptions of a virus-dependent increase in plant tolerance to drought have been associated with RNA viruses such as Bromovirus Brome mosaic virus BMV, Cucumovirus Cucumber mosaic virus CMV, TMV, and Tobravirus Tobacco rattle virus TRV Xu et al. | NO
11233480 | Potexvirus | drought | Potato | Studies have shown that the interaction between Potexvirus RNA virus Potato virus X PVX and Potyvirus RNA virus Plum pox virus PPV can lead to improved tolerance to drought in Nicotiana benthamiana and Arabidopsis thaliana, suggesting that increased virulence exhibited by the synergistic interaction of these viruses may confer benefits in response to drought conditions Aguilar et al. | NO
11233480 | Potyvirus | drought | Potato | Studies have shown that the interaction between Potexvirus RNA virus Potato virus X PVX and Potyvirus RNA virus Plum pox virus PPV can lead to improved tolerance to drought in Nicotiana benthamiana and Arabidopsis thaliana, suggesting that increased virulence exhibited by the synergistic interaction of these viruses may confer benefits in response to drought conditions Aguilar et al. | NO
11233480 | Potyvirus | drought | Plum | Studies have shown that the interaction between Potexvirus RNA virus Potato virus X PVX and Potyvirus RNA virus Plum pox virus PPV can lead to improved tolerance to drought in Nicotiana benthamiana and Arabidopsis thaliana, suggesting that increased virulence exhibited by the synergistic interaction of these viruses may confer benefits in response to drought conditions Aguilar et al. | NO
9815931 | Funneliformis mosseae | salinity | Cucumis sativus | reference investigated the effects of AMF species, viz., Glomus etunicatum, Glomus intraradices, and Glomus mosseae able to mitigate the salinity effects on growth and yield of Cucumis sativus L. Another report on AMF species Claroideoglomus etunicatum formerly Glomus etunicatum, Funneliformis mosseae, and Rhizophagus irregularis had proven salinity mitigation ability in genotypes of wheat  reference. | NO
9815931 | Glomus mosseae | salinity | wheat | reference investigated the effects of AMF species, viz., Glomus etunicatum, Glomus intraradices, and Glomus mosseae able to mitigate the salinity effects on growth and yield of Cucumis sativus L. Another report on AMF species Claroideoglomus etunicatum formerly Glomus etunicatum, Funneliformis mosseae, and Rhizophagus irregularis had proven salinity mitigation ability in genotypes of wheat  reference. | NO
9704420 | Buchnera aphidicola | water deficit | Solanum tuberosum | reference investigated the proteome of the aphid Macrosiphum euphorbiae rearing on potato Solanum tuberosum plants exposed to water deficit and defoliation by the beetle Leptinotarsa decemlineata and found enhanced levels of aphid proteins involved in cell communication, energy metabolism, and GroEL symbionin of the endosymbiont Buchnera aphidicola with chaperone function. | NO
9706007 | Pectobacterium carotovorum | heat | Chinese cabbage | Another investigation on the role of two bacterial strains, Bacillus aryabhattai H26-2 and Boehmeria siamensis H30-3 on mitigation of heat and drought stress on two cultivars Ryeokkwang and Buram-3-hó of Chinese cabbage suggested exopolysaccharides as important bacterial determinants on alleviating not only these stresses but also on biocontrol activity against soft rot caused by Pectobacterium carotovorum subsp. | NO
9706007 | Pectobacterium carotovorum | heat | Boehmeria siamensis | Another investigation on the role of two bacterial strains, Bacillus aryabhattai H26-2 and Boehmeria siamensis H30-3 on mitigation of heat and drought stress on two cultivars Ryeokkwang and Buram-3-hó of Chinese cabbage suggested exopolysaccharides as important bacterial determinants on alleviating not only these stresses but also on biocontrol activity against soft rot caused by Pectobacterium carotovorum subsp. | NO
9706007 | Pectobacterium carotovorum | drought stress | Chinese cabbage | Another investigation on the role of two bacterial strains, Bacillus aryabhattai H26-2 and Boehmeria siamensis H30-3 on mitigation of heat and drought stress on two cultivars Ryeokkwang and Buram-3-hó of Chinese cabbage suggested exopolysaccharides as important bacterial determinants on alleviating not only these stresses but also on biocontrol activity against soft rot caused by Pectobacterium carotovorum subsp. | NO
9706007 | Pectobacterium carotovorum | drought stress | Boehmeria siamensis | Another investigation on the role of two bacterial strains, Bacillus aryabhattai H26-2 and Boehmeria siamensis H30-3 on mitigation of heat and drought stress on two cultivars Ryeokkwang and Buram-3-hó of Chinese cabbage suggested exopolysaccharides as important bacterial determinants on alleviating not only these stresses but also on biocontrol activity against soft rot caused by Pectobacterium carotovorum subsp. | NO
9815931 | Claroideoglomus etunicatum | salinity | Cucumis sativus | reference investigated the effects of AMF species, viz., Glomus etunicatum, Glomus intraradices, and Glomus mosseae able to mitigate the salinity effects on growth and yield of Cucumis sativus L. Another report on AMF species Claroideoglomus etunicatum formerly Glomus etunicatum, Funneliformis mosseae, and Rhizophagus irregularis had proven salinity mitigation ability in genotypes of wheat  reference. | NO
9704420 | Buchnera | water deficit | potato | reference investigated the proteome of the aphid Macrosiphum euphorbiae rearing on potato Solanum tuberosum plants exposed to water deficit and defoliation by the beetle Leptinotarsa decemlineata and found enhanced levels of aphid proteins involved in cell communication, energy metabolism, and GroEL symbionin of the endosymbiont Buchnera aphidicola with chaperone function. | NO
9815931 | Rhizophagus irregularis | salinity | Cucumis sativus | reference investigated the effects of AMF species, viz., Glomus etunicatum, Glomus intraradices, and Glomus mosseae able to mitigate the salinity effects on growth and yield of Cucumis sativus L. Another report on AMF species Claroideoglomus etunicatum formerly Glomus etunicatum, Funneliformis mosseae, and Rhizophagus irregularis had proven salinity mitigation ability in genotypes of wheat  reference. | NO
9704420 | Buchnera aphidicola | water deficit | potato | reference investigated the proteome of the aphid Macrosiphum euphorbiae rearing on potato Solanum tuberosum plants exposed to water deficit and defoliation by the beetle Leptinotarsa decemlineata and found enhanced levels of aphid proteins involved in cell communication, energy metabolism, and GroEL symbionin of the endosymbiont Buchnera aphidicola with chaperone function. | NO
7917748 | Bradyrhizobium | drought | soybean | It has a capacity to induce tolerance against drought in maize  reference and rice  reference.Bradyrhizobium can alleviate salt stress, promoting symbiosis in soybean  reference. | NO
10308577 | Pseudomonas fluorescens | drought | Vigna radiata | referencePseudomonas aeruginosa has been reported to enhance the growth of Vigna radiata mung beans plants under drought conditions, reference while Pseudomonas poae and Pseudomonas fluorescens species increased the number and plant biomass of petunia flower under drought and low-nutrient conditions. | NO
9961515 | Ralstonia solanacearum | drought | Tomato | Therefore, we analyzed and compared the transcriptomic responses of resistant and susceptible genotypes to seven biotic stresses Cladosporium fulvum, Phytophthora infestans, Pseudomonas syringae, Ralstonia solanacearum, Sclerotinia sclerotiorum, Tomato spotted wilt virus TSWV and Tuta absoluta and five abiotic stresses drought, salinity, low temperatures, and oxidative stress to identify genes involved in response to multiple stressors. | NO
9266936 | Enterobacter cloacae | salt stress | maize | PGPR reduced the MDA content under salt stress in several plants: in wheat inoculated with B. giganossus  reference, maize inoculated with Kocuria rhizophila Y1  reference, and canola Brassica napus inoculated with Enterobacter cloacae HSNJ4. | NO
11465243 | Bacillus licheniformis | salt stress | peppers | For example, Bacillus paramycoides DT-85 and Bacillus licheniformis K11 were found to enhance drought tolerance in wheat and peppers, and Bacillus aryabhattai B8W22 and Bacillus halotolerans MSR-H4 improved salt stress tolerance in rice and wheat  reference;  reference;  reference;  reference. | NO
10308577 | Pseudomonas poae | drought | beans | referencePseudomonas aeruginosa has been reported to enhance the growth of Vigna radiata mung beans plants under drought conditions, reference while Pseudomonas poae and Pseudomonas fluorescens species increased the number and plant biomass of petunia flower under drought and low-nutrient conditions. | NO
9428627 | Glomus | drought-stressed | Solanum lycopersicum | Similar observations were noticed for MDA content in drought-stressed foxtail millet inoculated with Glomus  reference, as well as in Solanum lycopersicum and cucumber treated with various Bacillus strains under drought conditions  reference;  reference. | NO
9428627 | Glomus | drought-stressed | cucumber | Similar observations were noticed for MDA content in drought-stressed foxtail millet inoculated with Glomus  reference, as well as in Solanum lycopersicum and cucumber treated with various Bacillus strains under drought conditions  reference;  reference. | NO
9428627 | Bacillus | drought-stressed | Solanum lycopersicum | Similar observations were noticed for MDA content in drought-stressed foxtail millet inoculated with Glomus  reference, as well as in Solanum lycopersicum and cucumber treated with various Bacillus strains under drought conditions  reference;  reference. | NO
8001772 | Bacillus amyloliquefaciens | drought | tomato | There is evidence that many genera of bacteria can be a PGPB, for example Bacillus amyloliquefaciens, which confers protection in rice cultivation to stress caused by salinity and drought  reference, Kosakonia radicincitans, which affects the number of amino acids, sugar and volatile compounds improving the flavor of the tomato  reference, or even Variovorax paradoxus, which helps reduce fertilization in drought conditions of this same vegetable  reference. | NO
9923114 | Bacillus subtilis | cold | wheat | Engineering of Entamoeba coli cold shock protein CspA and CspB genes to convert it into plant-preferred codon namely SeCspA and SeCspB resulted in better stress tolerance potential by lowering MDA content, preventing water loss, reduced Na+ level and higher levels of chlorophyll, proline content under drought and salt stresses 200 mM NaCl compared to the control wheat plants  reference, similar response was evoked by endophytic strain Bacillus subtilis in wheat wherein lower MDA level was observed in plants grown under 340 mM NaCl compared to control counter parts  reference. | NO
9923114 | Entamoeba coli | cold | wheat | Engineering of Entamoeba coli cold shock protein CspA and CspB genes to convert it into plant-preferred codon namely SeCspA and SeCspB resulted in better stress tolerance potential by lowering MDA content, preventing water loss, reduced Na+ level and higher levels of chlorophyll, proline content under drought and salt stresses 200 mM NaCl compared to the control wheat plants  reference, similar response was evoked by endophytic strain Bacillus subtilis in wheat wherein lower MDA level was observed in plants grown under 340 mM NaCl compared to control counter parts  reference. | NO
9923114 | Bacillus subtilis | drought | wheat | Engineering of Entamoeba coli cold shock protein CspA and CspB genes to convert it into plant-preferred codon namely SeCspA and SeCspB resulted in better stress tolerance potential by lowering MDA content, preventing water loss, reduced Na+ level and higher levels of chlorophyll, proline content under drought and salt stresses 200 mM NaCl compared to the control wheat plants  reference, similar response was evoked by endophytic strain Bacillus subtilis in wheat wherein lower MDA level was observed in plants grown under 340 mM NaCl compared to control counter parts  reference. | NO
9923114 | Entamoeba coli | drought | wheat | Engineering of Entamoeba coli cold shock protein CspA and CspB genes to convert it into plant-preferred codon namely SeCspA and SeCspB resulted in better stress tolerance potential by lowering MDA content, preventing water loss, reduced Na+ level and higher levels of chlorophyll, proline content under drought and salt stresses 200 mM NaCl compared to the control wheat plants  reference, similar response was evoked by endophytic strain Bacillus subtilis in wheat wherein lower MDA level was observed in plants grown under 340 mM NaCl compared to control counter parts  reference. | NO
9658302 | Streptomyces coelicolor | water stress | rice | Moreover, overexpression of acdS in Streptomyces venezuelae significantly boosted the salt tolerance of rice by increasing proline and reducing ethylene and Na+ content compared with that of the original strain  reference       PGP Streptomyces coelicolor DE07, Streptomyces olivaceus DE10, and Streptomyces geysiriensis DE27 were reported to promote the growth of wheat under water stress conditions  reference. | NO
9393590 | Periconia | salt stress | Calystegia soldanella | Some examples of HAS species that confer resistance to salt stress in plants are the halophilic bacteria Stenotrophomonas rhizophila, which inhabits the halophyte Lygeum spartum that is native to the desert environments of Algeria; Bacillus atrophaeus, which is an endophyte of the halophytes Suaeda mollis and Salsola tetrandra that are native to Algeria Salt Lakes; Jejubacter calystegiae, which is found in the halophyte Calystegia soldanella that is found on sandy beaches in South Korea; and many fungus-like microorganisms like Neocamarosporium chichastianum, N. goegapense, and Periconia macropinosa, which has been isolated from the desert halophyte Seidlitzia osmarinus collected at Hoz-e Soltan Salt Lake in Iran  reference;  reference;  reference;  reference. | NO
9393590 | Stenotrophomonas rhizophila | salt stress | Salsola tetrandra | Some examples of HAS species that confer resistance to salt stress in plants are the halophilic bacteria Stenotrophomonas rhizophila, which inhabits the halophyte Lygeum spartum that is native to the desert environments of Algeria; Bacillus atrophaeus, which is an endophyte of the halophytes Suaeda mollis and Salsola tetrandra that are native to Algeria Salt Lakes; Jejubacter calystegiae, which is found in the halophyte Calystegia soldanella that is found on sandy beaches in South Korea; and many fungus-like microorganisms like Neocamarosporium chichastianum, N. goegapense, and Periconia macropinosa, which has been isolated from the desert halophyte Seidlitzia osmarinus collected at Hoz-e Soltan Salt Lake in Iran  reference;  reference;  reference;  reference. | NO
9393590 | Stenotrophomonas rhizophila | Salt | Salsola tetrandra | Some examples of HAS species that confer resistance to salt stress in plants are the halophilic bacteria Stenotrophomonas rhizophila, which inhabits the halophyte Lygeum spartum that is native to the desert environments of Algeria; Bacillus atrophaeus, which is an endophyte of the halophytes Suaeda mollis and Salsola tetrandra that are native to Algeria Salt Lakes; Jejubacter calystegiae, which is found in the halophyte Calystegia soldanella that is found on sandy beaches in South Korea; and many fungus-like microorganisms like Neocamarosporium chichastianum, N. goegapense, and Periconia macropinosa, which has been isolated from the desert halophyte Seidlitzia osmarinus collected at Hoz-e Soltan Salt Lake in Iran  reference;  reference;  reference;  reference. | NO
9393590 | Stenotrophomonas rhizophila | Salt | Calystegia soldanella | Some examples of HAS species that confer resistance to salt stress in plants are the halophilic bacteria Stenotrophomonas rhizophila, which inhabits the halophyte Lygeum spartum that is native to the desert environments of Algeria; Bacillus atrophaeus, which is an endophyte of the halophytes Suaeda mollis and Salsola tetrandra that are native to Algeria Salt Lakes; Jejubacter calystegiae, which is found in the halophyte Calystegia soldanella that is found on sandy beaches in South Korea; and many fungus-like microorganisms like Neocamarosporium chichastianum, N. goegapense, and Periconia macropinosa, which has been isolated from the desert halophyte Seidlitzia osmarinus collected at Hoz-e Soltan Salt Lake in Iran  reference;  reference;  reference;  reference. | NO
9393590 | Periconia | salt stress | Salsola tetrandra | Some examples of HAS species that confer resistance to salt stress in plants are the halophilic bacteria Stenotrophomonas rhizophila, which inhabits the halophyte Lygeum spartum that is native to the desert environments of Algeria; Bacillus atrophaeus, which is an endophyte of the halophytes Suaeda mollis and Salsola tetrandra that are native to Algeria Salt Lakes; Jejubacter calystegiae, which is found in the halophyte Calystegia soldanella that is found on sandy beaches in South Korea; and many fungus-like microorganisms like Neocamarosporium chichastianum, N. goegapense, and Periconia macropinosa, which has been isolated from the desert halophyte Seidlitzia osmarinus collected at Hoz-e Soltan Salt Lake in Iran  reference;  reference;  reference;  reference. | NO
9393590 | Periconia | Salt | Salsola tetrandra | Some examples of HAS species that confer resistance to salt stress in plants are the halophilic bacteria Stenotrophomonas rhizophila, which inhabits the halophyte Lygeum spartum that is native to the desert environments of Algeria; Bacillus atrophaeus, which is an endophyte of the halophytes Suaeda mollis and Salsola tetrandra that are native to Algeria Salt Lakes; Jejubacter calystegiae, which is found in the halophyte Calystegia soldanella that is found on sandy beaches in South Korea; and many fungus-like microorganisms like Neocamarosporium chichastianum, N. goegapense, and Periconia macropinosa, which has been isolated from the desert halophyte Seidlitzia osmarinus collected at Hoz-e Soltan Salt Lake in Iran  reference;  reference;  reference;  reference. | NO
9393590 | Bacillus atrophaeus | salt stress | Lygeum spartum | Some examples of HAS species that confer resistance to salt stress in plants are the halophilic bacteria Stenotrophomonas rhizophila, which inhabits the halophyte Lygeum spartum that is native to the desert environments of Algeria; Bacillus atrophaeus, which is an endophyte of the halophytes Suaeda mollis and Salsola tetrandra that are native to Algeria Salt Lakes; Jejubacter calystegiae, which is found in the halophyte Calystegia soldanella that is found on sandy beaches in South Korea; and many fungus-like microorganisms like Neocamarosporium chichastianum, N. goegapense, and Periconia macropinosa, which has been isolated from the desert halophyte Seidlitzia osmarinus collected at Hoz-e Soltan Salt Lake in Iran  reference;  reference;  reference;  reference. | NO
9393590 | Bacillus atrophaeus | salt stress | Calystegia soldanella | Some examples of HAS species that confer resistance to salt stress in plants are the halophilic bacteria Stenotrophomonas rhizophila, which inhabits the halophyte Lygeum spartum that is native to the desert environments of Algeria; Bacillus atrophaeus, which is an endophyte of the halophytes Suaeda mollis and Salsola tetrandra that are native to Algeria Salt Lakes; Jejubacter calystegiae, which is found in the halophyte Calystegia soldanella that is found on sandy beaches in South Korea; and many fungus-like microorganisms like Neocamarosporium chichastianum, N. goegapense, and Periconia macropinosa, which has been isolated from the desert halophyte Seidlitzia osmarinus collected at Hoz-e Soltan Salt Lake in Iran  reference;  reference;  reference;  reference. | NO
9393590 | Jejubacter calystegiae | salt stress | Seidlitzia | Some examples of HAS species that confer resistance to salt stress in plants are the halophilic bacteria Stenotrophomonas rhizophila, which inhabits the halophyte Lygeum spartum that is native to the desert environments of Algeria; Bacillus atrophaeus, which is an endophyte of the halophytes Suaeda mollis and Salsola tetrandra that are native to Algeria Salt Lakes; Jejubacter calystegiae, which is found in the halophyte Calystegia soldanella that is found on sandy beaches in South Korea; and many fungus-like microorganisms like Neocamarosporium chichastianum, N. goegapense, and Periconia macropinosa, which has been isolated from the desert halophyte Seidlitzia osmarinus collected at Hoz-e Soltan Salt Lake in Iran  reference;  reference;  reference;  reference. | NO
9393590 | Jejubacter calystegiae | salt stress | Lygeum spartum | Some examples of HAS species that confer resistance to salt stress in plants are the halophilic bacteria Stenotrophomonas rhizophila, which inhabits the halophyte Lygeum spartum that is native to the desert environments of Algeria; Bacillus atrophaeus, which is an endophyte of the halophytes Suaeda mollis and Salsola tetrandra that are native to Algeria Salt Lakes; Jejubacter calystegiae, which is found in the halophyte Calystegia soldanella that is found on sandy beaches in South Korea; and many fungus-like microorganisms like Neocamarosporium chichastianum, N. goegapense, and Periconia macropinosa, which has been isolated from the desert halophyte Seidlitzia osmarinus collected at Hoz-e Soltan Salt Lake in Iran  reference;  reference;  reference;  reference. | NO
9393590 | Stenotrophomonas rhizophila | salt stress | Seidlitzia | Some examples of HAS species that confer resistance to salt stress in plants are the halophilic bacteria Stenotrophomonas rhizophila, which inhabits the halophyte Lygeum spartum that is native to the desert environments of Algeria; Bacillus atrophaeus, which is an endophyte of the halophytes Suaeda mollis and Salsola tetrandra that are native to Algeria Salt Lakes; Jejubacter calystegiae, which is found in the halophyte Calystegia soldanella that is found on sandy beaches in South Korea; and many fungus-like microorganisms like Neocamarosporium chichastianum, N. goegapense, and Periconia macropinosa, which has been isolated from the desert halophyte Seidlitzia osmarinus collected at Hoz-e Soltan Salt Lake in Iran  reference;  reference;  reference;  reference. | NO
9393590 | Stenotrophomonas rhizophila | Salt | Seidlitzia | Some examples of HAS species that confer resistance to salt stress in plants are the halophilic bacteria Stenotrophomonas rhizophila, which inhabits the halophyte Lygeum spartum that is native to the desert environments of Algeria; Bacillus atrophaeus, which is an endophyte of the halophytes Suaeda mollis and Salsola tetrandra that are native to Algeria Salt Lakes; Jejubacter calystegiae, which is found in the halophyte Calystegia soldanella that is found on sandy beaches in South Korea; and many fungus-like microorganisms like Neocamarosporium chichastianum, N. goegapense, and Periconia macropinosa, which has been isolated from the desert halophyte Seidlitzia osmarinus collected at Hoz-e Soltan Salt Lake in Iran  reference;  reference;  reference;  reference. | NO
9393590 | Jejubacter calystegiae | Salt | Lygeum spartum | Some examples of HAS species that confer resistance to salt stress in plants are the halophilic bacteria Stenotrophomonas rhizophila, which inhabits the halophyte Lygeum spartum that is native to the desert environments of Algeria; Bacillus atrophaeus, which is an endophyte of the halophytes Suaeda mollis and Salsola tetrandra that are native to Algeria Salt Lakes; Jejubacter calystegiae, which is found in the halophyte Calystegia soldanella that is found on sandy beaches in South Korea; and many fungus-like microorganisms like Neocamarosporium chichastianum, N. goegapense, and Periconia macropinosa, which has been isolated from the desert halophyte Seidlitzia osmarinus collected at Hoz-e Soltan Salt Lake in Iran  reference;  reference;  reference;  reference. | NO
9393590 | Jejubacter calystegiae | salt stress | Suaeda mollis | Some examples of HAS species that confer resistance to salt stress in plants are the halophilic bacteria Stenotrophomonas rhizophila, which inhabits the halophyte Lygeum spartum that is native to the desert environments of Algeria; Bacillus atrophaeus, which is an endophyte of the halophytes Suaeda mollis and Salsola tetrandra that are native to Algeria Salt Lakes; Jejubacter calystegiae, which is found in the halophyte Calystegia soldanella that is found on sandy beaches in South Korea; and many fungus-like microorganisms like Neocamarosporium chichastianum, N. goegapense, and Periconia macropinosa, which has been isolated from the desert halophyte Seidlitzia osmarinus collected at Hoz-e Soltan Salt Lake in Iran  reference;  reference;  reference;  reference. | NO
